アーティチョーク		818
アーモンド（殻なし）		16095
アーモンド（殻付き）		8047
アガベイヌリン	リュウゼツラン	6549
麻（繊維）	アサ,あさ,	2447
麻（種子）	ヘンプシード,アサ,あさ	3685
アスパラガス		2150
アニス		8280
アブラヤシ	油椰子	1098
アブラヤシ（実および仁）	油椰子	2868
アプリコット	あんず,杏,アンズ	1287
アボカド		1981
亜麻（繊維）	あま,アマ	3783
亜麻仁	あまに,アマニ	5168
亜麻仁油	あまにあぶら,あまにゆ,アマニアブラ,アマニユ	9415
イチゴ	いちご,苺	347
イチジク	いちじく,無花果	3350
いなご豆	キャロブ,イナゴマメ,いなごまめ	5594
ウリ	うり,瓜	336
エンドウ豆（乾燥）	えんどう豆,えんどうまめ,エンドウマメ	1979
オーツ麦	エン麦,えんばく,オート麦,燕麦,エンバク	1788
オーツ麦フレーク	エン麦,えんばく,オート麦,燕麦,エンバク	2416
オートミール	皮むきオーツ麦,剥きオーツ,むきオーツ,エン麦,えんばく,オート麦,燕麦,エンバク	2536
オオバコ	大葉子,プランタン,おおばこ	1602
大麦	おおむぎ,オオムギ	1423
大麦（押し麦又はフレーク）	おおむぎ,オオムギ	1977
オクラ	おくら	576
オリーブ		3015
オリーブオイル		14726
オリーブオイル（バージン）		14431
オレンジ		560
オレンジジュース		1018
ガーリックパウダー	にんにく,ニンニク	2265
カシューアップル		3793
カシューナッツ		14218
片栗粉	ジャガイモ澱粉,ポテトスターチ,じゃがいも澱粉	1512
果糖	フルクトース	1782
かぶ	カブ	195
カボチャ（スクワッシュ）	南瓜,かぼちゃ	336
カボチャ（パンプキン）	南瓜,かぼちゃ	336
カラムシ	真麻,からむし	4507
カランツ	干しぶどう	499
カリフラワー		285
カルダモン	ショウズク,小荳蒄	34319
キウイ	キウイフルーツ	514
きび	キビ	4478
キマメ	きまめ	5494
キャッサバ（乾燥）	カッサバ,マニオク	1610
キャッサバ（でんぷん）	カッサバ,マニオク,澱粉	2254
キャッサバ（生）	カッサバ,マニオク	564
キャッサバ（粉末）	カッサバ,マニオク	1878
キャベツ	きゃべつ	280
牛肉	ビーフ,うし,ウシ,にく,ニク	15415
牛乳	ミルク,ぎゅうにゅう	1020
牛革	ぎゅうかわ,ぎゅうひ	17093
キュウリ	きゅうり,胡瓜	353
グァバ	グアバ	1800
グースベリー	セイヨウスグリ	526
クランベリー		276
栗	くり,クリ	2750
グリーンピース	エンドウ豆,えんどう豆,エンドウマメ,えんどうまめ	595
クルミ（殻付き）	くるみ,胡桃	4918
クルミ（殻なし）	くるみ,胡桃	9280
グレープフルーツ		506
グレープフルーツジュース	グレープフルーツ・ジュース	675
クレメンタイン	オレンジ,みかん	748
クローブ	丁香	61205
コーヒー豆（生）	グリーンコーヒー,まめ,マメ	15897
コーヒー豆（焙煎）	まめ,マメ	18925
コーラナッツ	コーラ・ナッツ	23391
コーン油	とうもろこし油,トウモロコシ油,コーンオイル	2575
コーンスターチ	とうもろこし澱粉,トウモロコシ澱粉,でんぷん,デンプン	1671
コーンフラワー	とうもろこし粉,トウモロコシ粉	1253
コーンミール	とうもろこし,トウモロコシ	1081
ココアパウダー		15636
ココアバター		33938
ココアペースト		24238
ココア豆	まめ,マメ	19928
ココナッツ（皮付き）	ココナツ	1256
ココナッツ（皮なし）	ココナツ	2687
ココナッツオイル	ココナツ,ココナッツ油	4490
ココナッツ繊維	ココナツ	2449
粉ミルク	ミルクパウダー	4745
コプラ	ヤシ,ココナッツ	2093
ごま	ゴマ	9371
ごま油	ゴマ油,胡麻油	21793
小麦	こむぎ,コムギ	1827
小麦（でんぷん）	こむぎ,コムギ,デンプン,澱粉	1436
小麦グルテン	小麦麩質,こむぎ,コムギ	4189
小麦粉	こむぎ,コムギ	1849
小麦ペレット	こむぎ,コムギ	2036
米（砕精米）	くだきせいまい,コメ,こめ	2497
米（玄米）	こめ,コメ	2172
米（精製米）	コメ,こめ	2230
米（もみ）	こめ,コメ,籾,モミ	1673
米粉	こめこ	2628
コリアンダー	香菜,パクチー	8280
コリアンダー（種子）	コリアンダーシード	8280
サイザル麻	サイザルアサ	7041
サイザル繊維		7824
さくらんぼ	桜桃,チェリー,おうとう	1604
ささげ豆（乾燥）	カウピー,ササゲ	6906
さつまいも	サツマイモ,薩摩イモ,薩摩芋,薩摩いも	383
砂糖（原料糖、サトウキビ）	さとう,サトウ,さとうきび	1666
砂糖（原料糖、テンサイ）	さとう,サトウ,ビート,ビーツ,てんさい	865
砂糖（精製糖）	さとう,サトウ	1782
サトウキビ	さとうきび	210
サトウキビ（糖蜜）	さとうきび	527
さやいんげん	サヤインゲン	547
サワーチェリー	スミノミザクラ,スミミザクラ,酸果桜桃	1411
シナモン		15526
じゃがいも	ジャガイモ	287
ジュート	ジュート繊維	2605
しょうが	ジンジャー,ショウガ	1657
醤油	しょうゆ,しょう油,しょう油	613
スイカ	西瓜,すいか	235
スターアニス	八角,はっかく	8280
スピノサスモモ		2180
セイヨウアブラナ	レイプシード	2271
そば	蕎麦,そばの実,そばのみ,ソバ,ソバの実	3142
そら豆（乾燥）	そらまめ,ソラマメ,空豆,ソラ豆	2018
大豆	だいず,ダイズ	2145
大豆（大豆粉や大豆粕）	だいず,ダイズ	2523
大豆（ペースト）	だいず,ダイズ	572
大豆油	だいず,ダイズ,だいずあぶら,だいず油,ダイズ油	4190
タバコ	煙草,たばこ	2925
タピオカ（キャッサバ）	キャッサバ	2818
タピオカ（じゃがいも）	ジャガイモ	1436
たまご	卵,玉子,タマゴ	3265
タマネギ（乾燥）	玉ねぎ,たまねぎ	345
タマネギ（生）	玉ねぎ,たまねぎ	272
タロイモ	タロ芋	606
チーズ		5060
茶（緑茶や紅茶）	ちゃ,チャ,茶の木,おちゃ,お茶,茶の実	8856
チョコレート	チョコ	17196
テンサイ	サトウダイコン,甜菜,ビーツ,砂糖大根,さとうだいこん,てんさい	132
天然ゴム	ごむ	13748
唐辛子（乾燥）	とうがらし,トウガラシ	7365
唐辛子（生）	とうがらし,トウガラシ	379
トウゴマ	とうごま	9896
豆乳	とうにゅう	3763
豆腐	とうふ,トウフ	2523
トウモロコシ	とうもろこし	1222
トウモロコシ（生）	とうもろこし	700
トマト	とまと	214
トマト（皮なし）	とまと	267
トマト（乾燥）	とまと	4276
トマトケチャップ	とまと	534
トマトジュース	とまと	267
トマトジュース（濃縮）	とまと	1069
トマトピューレ	とまと	713
トマトペースト	とまと	855
鶏肉	チキン,とり,トリ,ニク,にく,とり肉,トリ肉	4325
梨	なし,ナシ	922
ナス	茄子,なす	362
菜種油	なたねあぶら,なたねゆ,レイプシードオイル	4301
ナツメ	棗,デーツ	2277
ナツメグ		34319
ニンジン	人参,にんじん	195
にんにく	ガーリック、ニンニク	589
ネクタリン		910
パーム核油	パームかくゆ	5401
パーム油	パームオイル,パームゆ	4971
パイナップル		255
パイナップルジュース		1273
麦芽（焙煎前）	ばくが,バクガ	1950
麦芽（焙煎後）	ばくが,バクガ	2437
パスタ（乾燥）	ぱすた	1849
バター		5553
バナナ	ばなな	790
バニラビーンズ		126505
パパイヤ		460
パン（小麦）		1608
ピーナッツオイル	ピーナッツ油	7529
ビール		298
ピクルス用きゅうり	ピクルス用キュウリ,	353
ピスタチオ		11363
ひまし油	ヒマシ油	24740
ヒマワリ（種子）	向日葵,ひまわり	3366
ヒマワリ油	向日葵油,ひまわり油	6792
ひよこ豆	ヒヨコ豆	4177
ビンロウジ		11165
フェンネル		8280
豚肉	ブタ,ポーク,ぶた,にく,ニク,ぶた肉,ブタ肉	5988
ぶどう	葡萄,ブドウ	608
ぶどう（干しぶどう）	干し葡萄,干しブドウ	2433
ぶどう酒	葡萄酒,ブドウ酒	869
プラム	セイヨウスモモ	2180
ブルーベリー		845
ブロッコリー		285
ヘーゼルナッツ（殻付き）		5258
ヘーゼルナッツ（殻なし）		10515
べに花（種子）	べにばな,紅花,ベニバナ,ベニ花	7221
ペパーミント		288
ほうれん草	ホウレンソウ,ホウレン草	292
ホップ（毬花）	まりはな	4065
ホップエキス		16259
ポテトフラワー	ジャガイモ粉,じゃがいも粉	1436
ポテトフレーク	じゃがいもフレーク,ジャガイモ,じゃがいも	1044
ポピーシード	けし,芥子	2188
マスタードシード	からし,辛子	2809
マニラ麻	アバカ,マニラアサ	22654
豆（乾燥）	まめ,マメ	5053
豆（生）	まめ,マメ	561
マンゴー		1800
マンゴスチン		1800
マンダリン		748
みかん	ミカン,蜜柑,タンジェリン	748
芽キャベツ	めキャベツ	285
メロン（種子）	めろん	5184
綿実油	めんじつゆ,わた,ワタ	3957
桃	もも,モモ	910
モロコシ	ソルガム,コーリャン	3048
ヤギ肉	山羊肉,やぎ肉,にく,ニク	5521
ヤムイモ		343
ライ麦	ライむぎ	1544
ライ麦粉	ライむぎ	1930
ラズベリー		413
落花生（殻付き）	ピーナッツ,らっかせい	2782
落花生（殻なし）	ピーナッツ,らっかせい	3974
ラム肉	羊肉,にく,ニク,子羊,仔羊	10412
りんご（乾燥）	リンゴ	6847
りんご（生）	リンゴ	822
りんごジュース	アップルジュース	1141
レタス		237
レモンやライム		642
レンズ豆	レンティル豆,ヒラマメ	5874
綿（布）	綿布,木綿織,わた, めん,ワタ,メン,もめん,モメン	9982
綿（実綿）	わた, めん,ワタ,メン,もめん,モメン	1332
綿（リンター）	コットンリンター,繰屑綿,わた, めん,ワタ,メン,もめん,モメン	2602
綿（リント）	わた, めん,ワタ,メン,コットンリント,繰綿,もめん,モメン	9113